,full_formula,band_gap,spacegroup.number,structure.lattice.a,structure.lattice.b,structure.lattice.c,structure.lattice.alpha,structure.lattice.beta,structure.lattice.gamma
12155,O8Si2U2,2.5359,141,5.923869,5.923869,5.923869,106.5453,106.5453,115.4963
12156,Ge8Rb8Se20,1.4909,15,11.71879,11.71879,9.643994,79.47415,79.47415,90.06756
12157,B8O14Pb2,4.2018,31,4.291918,4.50288,10.97635,90.0,90.0,90.0
12158,K16Tl20Zn2,0.11270000000000001,126,10.4936,10.4936,14.00934,90.0,90.0,90.0
12159,S24Sn10Tl8,1.0513,2,17.67062,9.980598,7.601098,68.15417,77.70509,72.45812
12160,Al2O6Pr2,3.9048,167,5.365821,5.387259,5.387259,60.0,59.86775,59.86775
12161,F26Rb2Th6,6.644,26,7.719446,8.518626,9.066477,90.0,90.0,90.0
12162,Fe8O16Si4,2.3737,2,4.880432,6.166836,10.62659,89.66669,89.9668,90.04799
12163,P4Si2Zn2,1.3659,122,6.488508,6.488508,6.488508,130.7059,130.7059,72.28073
12164,Ca16O36P8,4.4805,4,12.0995,7.06647,9.56089,89.02204,90.0,90.0
12165,Cl2F2Sr2,5.9334,129,4.172775,4.172775,7.040282,90.0,90.0,90.0
12166,Ca8N12V4,1.7797,15,5.953977,5.953977,11.67169,88.98534,88.98534,123.2641
12167,F3K1Pd1,0.9196000000000001,221,4.37933,4.37933,4.37933,90.0,90.0,90.0
12168,Cr4Se8Zn2,0.3916,227,7.538634,7.538634,7.538634,60.0,60.0,60.0
12169,Ca8O16Si4,4.2616,14,6.068069,5.601947,12.167300000000001,84.80718,90.0,90.0
12170,Cl48Rb24Zn12,4.7885,33,7.395047,12.93241,28.08341,90.0,90.00029,90.0
12171,Mg4O8Si2,4.7587,227,5.763328,5.763328,5.763328,60.0,60.0,60.0
12172,C1I1N1,4.3259,160,4.558495,4.558495,4.558495,102.8126,102.8126,102.8126
12173,C2Na4O6,3.7879,12,5.223131,5.223131,6.161247,80.56088,80.56088,61.14542
12174,Ba2O6Pr2,0.32430000000000003,74,6.281928,6.281928,6.281928,119.9985,119.5614,90.38195
12175,N4O2Si4,4.9338,36,5.268363,5.268363,4.896018,90.0,90.0,116.6205
12176,Ni1Pb1Zr1,0.14780000000000001,216,4.404882,4.404882,4.404882,60.0,60.0,60.0
12177,Cl8Sr2Zn2,4.6229,88,8.62222,8.62222,8.62222,135.5859,135.5859,64.6212
12178,O8Si2Th2,4.8618,141,6.1458639999999995,6.1458639999999995,6.1458639999999995,106.1762,106.1762,116.2837
12179,H8O16U4,3.5856,61,5.948874,6.349305,10.00467,90.0,90.0,90.0
12180,Ca20O60Te20,2.9288,78,12.27648,12.27648,11.19693,90.0,90.0,90.0
12181,Nd4O22Te8,3.2529,15,6.926649,6.926649,16.73425,76.56817,76.56817,45.04408
12182,Fe1Li1P1,0.2308,107,4.552399,4.552399,4.552399,143.6681,143.6681,52.3239
12183,Cu3O4V1,0.7223,121,5.586451,5.586451,5.586451,131.3131,131.3131,71.31617
12184,Mg6O12Te2,2.8904,148,6.115057,6.115057,6.115057,90.72102,90.72102,90.72102
12185,H2Ni1O2,3.0733,164,3.159525,3.159525,4.539692,90.00108,89.99893,120.0024
12186,Er2O8P2,5.9473,141,5.734327,5.734327,5.734327,105.9558,105.9558,116.757
12187,Bi12O20Si1,2.4215,197,8.887513,8.887513,8.887513,109.4712,109.4712,109.4712
12188,Ca6O18Si6,4.8369,2,8.014527,7.39332,7.14413,90.07453,95.38557,103.422
12189,C1O4Rb4,0.6918000000000001,81,6.943436,6.943436,5.018672,90.0,90.0,90.0
12190,Cs2O4Sb2,2.3556,15,6.613242,6.613242,5.671698,70.31588,70.31588,102.2917
12191,Bi1Li1Mg1,0.46240000000000003,216,4.816835,4.816835,4.816835,60.0,60.0,60.0
12192,Ga4S4Te2,2.0595,109,7.209151,7.209151,7.209151,120.4587,120.4587,89.20733
12193,Fe6Na14O16,1.9924,2,11.49002,6.001024,8.401479,70.54081,68.7783,78.59101
12194,Ir6P6Sr3,0.437,154,6.7511600000000005,6.751172,7.110053,90.00008,90.00006,120.0001
12195,Ba1O3Ti1,2.1297,99,4.061352,4.061352,4.064735,90.0,90.0,90.0
12196,Cd2O8W2,3.0874,13,5.996444,5.092958,5.153802,88.4172,90.0,90.0
12197,Hf8O24Pb8,2.7063,55,5.895901,8.244531,11.78425,90.0,90.0,90.0
12198,Mo6O18Tl2,0.7513000000000001,12,8.679003,8.679003,6.55306,87.25107,87.25107,53.44623
12199,Al4Hg2S8,1.3021,227,7.355043,7.355043,7.355043,60.0,60.0,60.0
12200,Ge4N4O2,2.5439,36,5.530889,5.530889,5.172312,90.0,90.0,116.533
12201,B16Li8O28,5.6107,110,8.696896,8.696896,8.696903,113.1571,113.1573,102.3272
12202,O24Pr6Sb10,0.035500000000000004,217,9.699828,9.699828,9.699828,109.4712,109.4712,109.4712
12203,Al1F3Ru1,1.22,221,4.249181,4.249181,4.249181,90.0,90.0,90.0
12204,F2La2Se2,1.7548,194,4.282335,4.282248,8.268126,90.0,90.0,120.0007
12205,I2Ta2Te8,0.4188,2,6.814264,8.17284,9.366072,61.55622,68.51091,79.14106
12206,Br8S9Ta4,1.3493,107,10.25508,10.25508,10.25508,97.79247,97.79247,136.7884
12207,Ba4Cu8S8,1.2427,62,4.069431,9.342622,10.43982,90.0,90.0,90.0
12208,F28Li12Th4,5.6008,130,7.13925,7.13925,11.59896,90.0,90.0,90.0
12209,Ni4O8Si2,2.9464,227,5.739972,5.739972,5.739972,60.0,60.0,60.0
12210,Ag12Au4Se8,0.4228,214,8.772858,8.772858,8.772858,109.4712,109.4712,109.4712
12211,Mn1Na1O2,1.1639,12,3.224022,3.224022,5.86161,69.63013,69.63013,53.96055
12212,Al4Mg2O8,5.112,227,5.776979,5.776979,5.776979,60.0,60.0,60.0
12213,Au2Cl6Cs2,0.9298000000000001,139,7.796047,7.796047,7.796047,121.5486,121.5486,87.338
12214,C4N8Sr4,3.6179,62,3.991037,5.381318,12.709340000000001,90.0,90.0,90.0
12215,Cl4Cu4O2,0.6369,70,6.832986,6.308446,6.152447,66.49469,57.84669,55.65862
12216,Cr2Cu2O8,1.081,63,5.274683,5.274683,5.976498,90.0,90.0,117.2829
12217,Ag4K4O4,1.4968,87,7.652765,7.652765,7.652765,97.46604,97.46604,137.7419
12218,Os1Sn1Y2,0.20800000000000002,216,4.947118,4.947118,4.947118,60.0,60.0,60.0
12219,F3In1Pd1,0.9963000000000001,221,4.403912,4.403912,4.403912,90.0,90.0,90.0
12220,Mn4O24P8,3.909,15,7.47899,7.47899,10.33144,66.48959,66.48959,70.06227
12221,Li6O6Te1,2.7779,148,5.322374,5.322374,5.322374,100.8294,100.8294,100.8294
12222,Bi2Fe2O6,1.6701000000000001,161,5.739295,5.739295,5.739295,58.89964,58.89964,58.89964
12223,In1K2N1,0.09670000000000001,225,5.337618,5.337618,5.337618,60.0,60.0,60.0
12224,Al4Cl16Ga4,4.0132,14,11.34362,7.379958,10.21092,87.2152,90.0,90.0
12225,Li4Sb4Sr4,0.6702,62,4.847402,8.08262,8.510857,90.0,90.0,90.0
12226,N4O2Si4,4.9512,36,5.266425,5.266425,4.890554,90.0,90.0,116.6395
12227,Cd4O12Ti4,2.6187,62,5.509657,5.39256,7.763351,90.00003,90.00157,89.99978
12228,Ge2Mg2O6,2.4307,63,4.948103,4.948103,7.029388,90.0,90.0,146.5024
12229,K1S8V5,0.3562,12,9.258158,9.258158,8.789456,75.31094,75.31094,22.26734
12230,Cr2O10Pb4,1.9022999999999999,12,7.648207,7.648207,7.276969,67.90021,67.90021,44.69008
12231,Al2Cl14S2,2.6259,7,6.541415,7.04706,13.115,74.97332,90.0,90.0
12232,Ba2H18Re2,3.8405,63,5.285683,5.285683,9.329403,90.0,90.0,121.1335
12233,F8H16O4,7.0443,14,6.118144,3.621203,11.2869,82.50639,90.0,90.0
12234,P2S6Tl2,1.7247,71,7.126426,7.126426,7.126426,120.243,108.8103,100.0144
12235,Hf4La8S20,1.0715,62,7.474706,8.219891,11.67279,90.0,90.0,90.0
12236,In8O20Ti4,1.9759000000000002,62,3.575087,7.33007,15.10033,90.0,90.0,90.0
12237,Al2Cu2Se4,1.2379,122,6.86291,6.86291,6.86291,131.1258,131.1258,71.61332
12238,Ni4O24P8,3.9209,15,7.206665,7.206665,9.960983,67.10982,67.10982,70.5359
12239,Cl4Hg8O4,1.5908,15,6.870171,6.870171,9.756256,76.10978,76.10978,52.70363
12240,I6In2O18,3.1417,148,7.598529,7.598529,7.598529,81.09296,81.09296,81.09296
12241,Al2La2O6,3.6957,167,5.434016,5.41868,5.434016,59.90633,60.0,59.90633
12242,Cu2In2Te4,0.2576,122,7.71315,7.71315,7.71315,131.8147,131.8147,70.52189
12243,O4Sn1Sr2,2.1837,139,7.002684,7.002684,7.002684,145.2971,145.2971,49.89206
12244,La1N3O6,2.2466,160,6.247902,6.247902,6.247902,114.7483,114.7483,114.7483
12245,Bi4Cu12S12,0.9887,19,6.795356,7.72921,10.45635,90.0,90.0,90.0
12246,F12K4Mn4,2.8068,62,6.011268,6.032227,8.482466,90.0,90.0,90.0
12247,Ce2O8V2,2.3945,141,6.254634,6.254634,6.254634,106.0049,106.0049,116.6514
12248,Cd2Cr4S8,1.0636,227,7.361363,7.361363,7.361363,60.0,60.0,60.0
12249,Ho4Mn4O12,0.4526,62,5.310643,5.8580749999999995,7.473186,90.0,90.0,90.0
12250,Cl2Cs1I1,2.1984,166,5.636231,5.636231,5.636231,71.29339,71.29339,71.29339
12251,O3Sr1Ti1,2.2892,221,3.973054,3.973054,3.973054,90.0,90.0,90.0
12252,Al4Na12Se12,0.5499,14,7.293451,5.625891,19.22969,92.50736,90.0,90.0
12253,Ag2Cl2O4,0.9761000000000001,67,4.95798,4.95798,6.958966,90.0,90.0,92.14135
12254,Fe2O7P2,3.3816,1,5.589178,5.312226,4.562219,99.10301,98.25048,103.7126
12255,Ga2La2O6,3.3902,161,5.534582,5.534582,5.534582,60.84435,60.84435,60.84435
12256,O26P4Pb16,2.0464,12,7.552174,7.552174,14.67491,84.0819,84.0819,87.43532
12257,Cl6Cs2Th1,4.7529,164,7.914008,7.914285,6.189877,89.99899,89.99999,119.9988
12258,Cl10Co1Tb6,0.0625,2,7.113619,8.738301,10.31808,55.11204,70.52202,74.40173
12259,As2Ge5Te8,0.2353,164,4.195811,4.195811,27.13284,90.00041,89.9996,120.0011
12260,Cr2F8Sr2,3.5143,140,6.879356,6.879356,6.879356,130.4498,130.4498,72.68866
12261,Li6O24Re6,4.1014,2,10.3531,7.061546,8.63009,78.38162,75.03292,65.7617
12262,As4Ca12N4,0.9003,62,6.739909,6.745093,9.56113,90.0,90.0,90.0
12263,Er6F20K2,7.0569,225,8.173538,8.173538,8.173538,60.0,60.0,60.0
12264,O16Te4V4,2.0216,14,13.70041,4.562282,5.491003,88.99791,90.0,90.0
12265,H6Li2O4,4.741,12,5.59804,5.59804,3.261321,76.39909,76.39909,96.57805
12266,Ga2I14Te2,1.8512,7,7.396196,7.65047,16.67398,75.89784,90.0,90.0
12267,K1O2Pr1,2.5566,166,6.592948,6.592948,6.592948,32.4914,32.4914,32.4914
12268,Nb6Sb4Te10,0.8039000000000001,217,8.603799,8.603799,8.603799,109.4712,109.4712,109.4712
12269,Ca1Cd2Sb2,0.18760000000000002,164,4.712527,4.712527,7.62001,89.99689,90.00311,119.997
12270,Cu6K2Te4,0.6803,12,8.516347,8.516347,8.671146,68.91781,68.91781,29.18568
12271,Cl4K4O16,5.5245,62,5.797831,7.423576,9.042741,90.0,90.0,90.0
12272,Cd2Cr4Se8,0.3463,227,7.7536249999999995,7.7536249999999995,7.7536249999999995,60.0,60.0,60.0
12273,Ca2Cr2O8,2.3367,141,6.077091,6.077091,6.077091,105.7881,105.7881,117.1188
12274,Cr4Mg2O8,2.7649,227,5.99792,5.99792,5.99792,119.9528,119.9528,90.08175
12275,Ba1O3Ti1,2.1328,221,4.060058,4.060058,4.060058,90.0,90.0,90.0
12276,Fe8O16Si4,2.3881,62,4.878614,6.165002,10.63155,90.0,90.0,90.0
12277,In4Li4Se8,1.6852,33,6.926314,7.333683,8.542478,90.0,90.0,90.0
12278,Cl8Sr2Zn2,4.6311,88,8.610241,8.610241,8.610241,135.506,135.506,64.74496
12279,Bi8Ge6O24,3.4662,220,9.247904,9.247904,9.247904,109.4712,109.4712,109.4712
12280,Al2O4Tl2,2.2126,166,5.711679,5.716886,5.711679,119.9699,120.0,90.0
12281,Ga4Se8Yb2,1.5337,66,6.206084,6.206084,10.70651,90.0,90.0,118.745
12282,Cd1In2Se4,0.9351,111,6.087877,5.877408,5.877408,90.0,90.0,90.0
12283,Eu4S8Si2,1.928,11,6.6548549999999995,6.61721,8.226995,71.93371,90.0,90.0
12284,F36Li18Ti6,3.3315,15,8.626233,8.626233,10.33487,84.17054,84.17054,62.56317
12285,O3Sc1Y1,2.2856,221,4.056959,4.056959,4.056959,90.0,90.0,90.0
12286,As4Cu4O14,1.0486,15,5.611626,5.611626,10.01002,75.17689,75.17689,95.7281
12287,B12K4O20,5.5004,15,6.630304,6.630304,9.213081,80.51858,80.51858,84.05587
12288,Ge4Mg4O12,2.4451,15,6.644503,6.644503,5.234137,81.97774,81.97774,85.90756
12289,C4N8Pb4,1.73,33,3.9126909999999997,5.603469,12.32341,90.0,90.0,90.0
12290,Cr1V2Zn1,0.0625,216,4.196789,4.196789,4.196789,60.0,60.0,60.0
12291,Cl16Re4Te8,2.2588,82,10.82196,10.82196,10.82196,116.8425,116.8425,95.56185
12292,Ag4F24Sb4,3.3742,206,8.642616,8.642616,8.642616,109.4712,109.4712,109.4712
12293,Hf1Nb2Si1,0.0198,216,4.625466,4.625466,4.625466,60.0,60.0,60.0
12294,Ga4Ho4O12,3.7695,62,5.271892,5.577386,7.58857,90.0,90.0,90.0
12295,Bi12O20Ti1,2.3919,197,8.969464,8.969464,8.969464,109.4712,109.4712,109.4712
12296,Cs12Fe4S12,1.3296000000000001,64,10.65688,10.65688,13.64871,90.0,90.0,139.2563
12297,Cl12Fe2Hf2,3.2626,15,6.409825,6.42713,12.63437,90.21048,89.57789,119.911
12298,O24Pb8Zr8,2.7987,55,5.991076,8.316949,11.94748,90.0,90.0,90.0
12299,C8O24Rb8,3.9082,14,10.67801,7.899544,8.038407,78.48299,90.0,90.0
12300,Al1Rh1Sc2,0.32380000000000003,216,4.6106,4.6106,4.6106,60.0,60.0,60.0
12301,Ga20O48Y12,3.4646,230,10.73542,10.73542,10.73542,109.4712,109.4712,109.4712
12302,Fe2O6Ti2,1.9849999999999999,148,5.580834,5.580834,5.580834,55.66814,55.66814,55.66814
12303,O3Sb1Sc1,0.3346,221,4.095535,4.095535,4.095535,90.0,90.0,90.0
12304,Cl16Pt2S4,1.893,14,7.44864,6.747304,12.9929,79.66809,90.0,90.0
12305,Fe3O12P3,2.5239000000000003,152,5.203029,5.203029,11.55903,90.0,90.0,120.0
12306,Eu8I20K4,3.1747,14,10.07038,9.062342,17.09563,57.988,89.90937,90.0
12307,O6V2Zn1,2.4365,5,5.00916,5.00916,6.616839,70.9239,70.9239,41.5116
12308,Ge4Li4O10,3.0434,37,8.427282,8.427282,5.103141,90.0075,90.0075,136.9855
12309,Cu8S12Si4,1.5958999999999999,36,6.080897,6.419264,11.04232,90.0,90.0,90.0
12310,C8N12Rb4,4.5197,57,6.773633,7.8413319999999995,8.704479,90.0,90.0,90.0
12311,F3K1Mn1,2.698,221,4.266738,4.266738,4.266738,90.0,90.0,90.0
12312,Ba2Hf2N4,1.2584,129,4.15283,4.15283,8.461852,90.0,90.0,90.0
12313,O24P8U2,3.3965,1,8.884955,8.438067,8.912796,61.48421,57.29391,61.89201
12314,Ge1Li2Zn1,0.029500000000000002,216,4.351403,4.351403,4.351403,60.0,60.0,60.0
12315,Mn2O8U2,0.8661000000000001,74,5.841772,5.841772,5.841772,112.0215,109.6028,106.8309
12316,O20Si4Sr12,3.7885,130,7.103773,7.103773,10.84752,90.0,90.0,90.0
12317,F28K8Nb4,4.9423,14,8.674216,5.94895,12.93253,90.0,90.0,90.18032
12318,Al1Sc1W2,0.0603,216,4.564996,4.564996,4.564996,60.0,60.0,60.0
12319,Eu8S16Sn4,0.9066000000000001,62,7.6700859999999995,8.953926,11.27326,90.0,90.0,90.0
12320,O28P8Zr4,4.4684,205,8.551967,8.551967,8.551967,90.0,90.0,90.0
12321,Nb4Se22Tl8,1.0484,2,8.28366,9.407862,14.1153,107.1546,89.24387,94.18021
12322,Cd1F3Li1,2.8932,221,4.3962959999999995,4.3962959999999995,4.3962959999999995,90.0,90.0,90.0
12323,Be4Cs8F16,6.7019,62,6.243655,8.294384,10.92161,90.0,90.0,90.0
12324,Mg4O12Se4,4.0086,62,5.074798,5.989643,7.767831,90.0,90.0,90.0
12325,Br8Ge8S12,2.4397,2,9.465587,10.62713,10.76591,93.51649,115.9023,90.23696
12326,Na2O10V4,0.5064000000000001,59,3.657841,4.947518,11.407540000000001,90.0,90.0,90.0
12327,Cl8O4Si4,5.5441,2,6.482064,8.646605,8.579133,77.04483,73.37791,81.1013
12328,Gd4O14Zr4,0.1482,227,7.460544,7.460544,7.460544,60.0,60.0,60.0
12329,Cr4Hg2O8,1.2025000000000001,227,6.255808,6.255808,6.255808,60.0,60.0,60.0
12330,As20S32Tl4,1.5664,14,8.1532,11.41376,16.00764,88.30909,90.0,90.0
12331,I8P16S12,1.9085,62,7.138667,10.33688,16.94595,90.0,90.0,90.0
12332,Ca2O8W2,4.0992,88,6.875913,6.875913,6.875913,134.4363,134.4363,66.40729
12333,Al8Ca4Cl32,5.4184,142,12.91823,12.91823,12.91823,126.3149,126.3149,79.37121
12334,Cd1Ga2Se4,1.4168,82,6.860793,6.860793,6.860793,129.3058,129.3058,74.51905
12335,Na2S4Sb2,0.9196000000000001,15,5.887949,5.887949,6.891536,66.53971,66.53971,90.15282
12336,Al4F16Rb4,6.9553,59,6.38684,7.358882,7.37604,90.0,90.02741,90.0
12337,I2Se4Tl10,0.6728000000000001,140,9.401996,9.401996,9.401996,124.1881,124.1881,82.88719
12338,Cl6K2Pt1,1.9646,225,7.071243,7.071243,7.071243,60.0,60.0,60.0
12339,Ca8O16Ru4,0.9831000000000001,61,5.487208,5.808501,11.63316,90.0,90.0,90.0
12340,Mg2P2S6,2.8051,12,6.113297,6.113297,7.272625,82.00506,82.00506,120.004
12341,Ga2S4Zn1,2.4267,82,6.442155,6.442155,6.442155,130.9365,130.9365,71.91398
12342,Ho2O8P2,5.9094,141,5.760393,5.760393,5.760393,105.9327,105.9327,116.8068
12343,Mn2O7P2,3.2984,12,5.498008,5.498008,4.601287,82.33316,82.33316,104.7957
12344,Ho7I12Pt1,0.08610000000000001,148,9.730642,9.730642,9.730642,107.4264,107.4264,107.4264
12345,Al2H2O4,5.5465,63,5.945152,5.945152,3.724029,90.0,90.0,151.8715
12346,B1Li2N1,0.0413,225,3.646446,3.646446,3.646446,60.0,60.0,60.0
12347,Eu6O14Ru2,0.0728,63,6.595328,6.595328,7.535323,90.0,90.0,110.1551
12348,Ba1O3Ti1,2.1322,221,4.060326,4.060326,4.060326,90.0,90.0,90.0
12349,Ba3O8V2,3.7212,166,7.969042,7.969042,7.968692,43.42949,43.42949,43.42863
12350,B1Nb1Pd1,0.6651,216,4.026053,4.026053,4.026053,60.0,60.0,60.0
12351,Na1O3Ta1,2.5084,221,3.992644,3.992644,3.994421,90.0,90.0,90.00917
12352,Cr6S10Tl2,0.5378000000000001,12,10.01865,10.01865,12.26688,58.22038,58.22038,20.44788
12353,Ce8S20Si4,0.45220000000000005,14,7.569998,8.607874,11.29989,90.19462,90.0,90.0
12354,Ba2Mn4O16,1.8496000000000001,70,9.756905,8.455603,7.138714,76.94923,57.59091,45.45986
12355,Co2In4S8,1.3128,227,7.5724350000000005,7.5724350000000005,7.5724350000000005,60.0,60.0,60.0
12356,Al4S8Zn2,2.4694000000000003,227,7.102699,7.102699,7.102699,60.0,60.0,60.0
12357,Cd4O8Si2,1.5777,70,7.7982309999999995,6.720891,5.850327,76.33028,56.8703,46.79942
12358,Cl6K2Pt1,1.9836,225,7.077185,7.077185,7.077185,60.0,60.0,60.0
12359,Al2La2O6,3.6385,167,5.416971,5.416971,5.416971,60.16119,60.16119,60.16119
12360,Bi1F3Xe1,2.9196,221,4.702205,4.702205,4.702205,90.0,90.0,90.0
12361,Cr1H1O2,2.8996,160,4.826794,4.826794,4.826794,36.95555,36.95555,36.95555
12362,Hf1Hg1W2,0.0419,216,4.687988,4.687988,4.687988,60.0,60.0,60.0
12363,H6Li2O4,4.7435,12,5.627032,5.627032,3.228058,75.35648,75.35648,95.88658
12364,Cr4Se24Tb12,0.2856,58,3.968817,14.0105,16.91039,90.0,90.0,90.0
12365,P4S12Sr4,3.1056,14,7.677759,6.775327,9.513364,88.05583,90.0,90.0
12366,O8Pr2V2,2.7093,141,6.21582,6.21582,6.21582,106.0771,106.0771,116.4962
12367,Rb12S16Ta4,2.9571,62,9.741979,9.848134,11.32333,90.0,90.0,90.0024
12368,F3Li1Zn1,4.6523,221,3.916641,3.916641,3.916641,90.0,90.0,90.0
12369,S3Sb1Tl3,1.5419,160,6.189635,6.189635,6.189635,104.5204,104.5204,104.5204
12370,Hg2O8W2,2.2677,15,6.55672,6.55672,5.259945,69.87986,69.87986,56.43927
12371,Na4O14Sb8,3.0673,15,10.33028,10.33028,5.766415,75.28663,75.28663,113.1747
12372,Cl2O2Ti2,2.1969,59,3.509188,3.883755,8.572165,90.0,90.0,90.0
12373,Hf1O3Rh1,0.1902,221,4.089868,4.089868,4.089868,90.0,90.0,90.0
12374,K8S24Tc12,0.9559000000000001,15,9.687793,9.687793,12.0293,88.68175,88.68175,61.16178
12375,Ru2Si1Zr1,0.24330000000000002,225,4.40157,4.40157,4.40157,60.0,60.0,60.0
12376,Ca1O3Ti1,2.3645,221,3.921565,3.921565,3.921565,90.0,90.0,90.0
12377,Cu1Li1O2,0.6251,12,3.207654,3.207654,5.031867,82.99306,83.76461,129.6616
12378,K1O3U1,3.0113,221,4.375376,4.375376,4.375376,90.0,90.0,90.0
12379,Cd2Mn4O8,0.6967,141,6.509238,6.509238,6.509238,125.5386,125.5386,80.64788
12380,K2Li2Te2,2.4209,129,4.846003,4.846003,7.7762270000000004,90.0,90.0,90.0
12381,Bi4F16Rb4,2.9036,227,8.558073,8.558073,8.558073,60.0,60.0,60.0
12382,Cs3I9Sb2,1.5479,164,8.661717,8.661717,10.64553,89.99963,90.00037,119.9998
12383,Cd2O8Rh4,1.8881999999999999,227,6.299395,6.299395,6.299395,60.0,60.0,60.0
12384,Ba4O16S4,5.9578,62,5.549205,7.261639,9.025848,90.0,90.0,90.0
12385,Ca4Sn4Sr4,0.3417,62,5.192398,8.471796,9.696972,90.0,90.0,90.0
12386,Br32Hg24Te8,1.9065,61,12.91219,13.11628,13.30922,90.0,90.0,90.0
12387,Be17Ca12O29,3.6627,216,9.958592,9.958592,9.958592,60.0,60.0,60.0
12388,Ag6As2S6,1.4067,161,7.011758,7.011758,7.011758,102.7638,102.7638,102.7638
12389,Ge2Mn4O8,0.8317,55,3.013503,5.347608,9.398128,90.0,90.0,90.0
12390,Cl14Rh2Te14,1.4081000000000001,2,9.577149,10.483740000000001,11.81253,68.95649,66.71494,67.19434
12391,Na1O3Ta1,2.5042999999999997,221,3.995158,3.995158,3.995158,90.0,90.0,90.0
12392,Ca2Cr2O8,2.3609,141,6.082034,6.082034,6.082034,105.716,105.716,117.275
12393,Cl8Cr1Li5,2.6205,65,6.3137039999999995,6.3137039999999995,7.307425,90.0,90.0,109.0906
12394,Ga2Mn1Se4,1.4889000000000001,82,6.827835,6.827835,6.827835,129.893,129.893,73.57793
12395,O28P8Ti4,3.0926,205,8.25417,8.25417,8.25417,90.0,90.0,90.0
12396,F3Li1Rh1,1.7627000000000002,221,3.750024,3.750024,3.750024,90.0,90.0,90.0
12397,Ba2Hf2N4,1.2581,129,4.149606,4.149606,8.488876,90.0,90.0,90.0
12398,Na6P2S8,2.2629,114,6.988513,6.988513,7.120374,90.0,90.0,90.0
12399,Ag6As2O8,0.43110000000000004,218,6.253929,6.253929,6.253929,90.0,90.0,90.0
12400,Bi8Mo4O24,2.1102,29,5.613885,5.6404689999999995,16.63264,90.0,89.99998,90.0
12401,Al2Mn1Te4,1.0338,121,7.680514,7.680514,7.680514,133.9498,133.9498,67.16641
12402,Cs4Ge2Se6,1.6124,12,8.271363,8.271363,10.7206,59.08266,59.08266,54.24622
12403,La16Ni8O34,0.34400000000000003,5,8.916281,8.916281,11.19731,71.41568,71.41568,75.84418
12404,Cl4Na4O12,5.6253,198,6.6806280000000005,6.6806280000000005,6.6806280000000005,90.0,90.0,90.0
12405,F24O16Tc8,2.585,2,8.224821,8.157067,12.05386,90.09348,88.63323,85.79289
12406,Cr1Cu1O2,1.8232,166,5.990204,5.990204,5.990204,29.48496,29.48496,29.48496
12407,Cd4Cl12K4,3.5724,62,4.058409,8.927315,14.85918,90.0,90.0,90.0
12408,Co8S8Sb8,0.5822,61,5.852019,5.987573,11.70074,90.0,90.0001,90.0
12409,K1Na2Sb1,0.7324,225,5.489384,5.489384,5.489384,60.0,60.0,60.0
12410,B8Ca8O20,4.7467,14,5.220916,7.288502,11.62868,87.36059,90.0,90.0
12411,Cl2La2O2,4.4693,129,4.188388,4.188388,6.983782,90.0,90.0,90.0
12412,Co1Tl1W1,0.22590000000000002,216,4.181239,4.181239,4.181239,60.0,60.0,60.0
12413,Cu4Sb4Se8,0.7206,62,4.04369,6.447018,15.07066,90.0,90.0,90.0
12414,Cl3Cs1Ge1,2.1675,160,5.512257,5.512257,5.512257,89.83902,89.83902,89.83902
12415,As2C6N6,4.7212,5,5.838737,5.838737,9.027597,81.14571,81.14571,73.61192
12416,B12Li4O20,6.3568999999999996,33,5.237816,7.438482,8.56428,90.0,90.0,90.0
12417,Cs1F3Zn1,4.5145,221,4.233199,4.233199,4.233199,90.0,90.0,90.0
12418,Be12O24Si6,5.8239,148,7.767881,7.767881,7.767881,108.0134,108.0134,108.0134
12419,Al16Ca8H64,4.5222999999999995,61,8.897002,9.461923,13.20064,90.0,90.0,90.0
12420,Cr5Se8Tl1,0.16390000000000002,12,9.809861,9.809861,9.184879,75.01036,75.01036,21.91449
12421,H2Mg1O2,4.2495,164,3.180646,3.180647,4.743417,90.0,90.0028,120.0
12422,Er2O7Si2,4.789,12,5.657706,5.657706,4.770759,82.6929,82.6929,105.3694
12423,Na1O3Ta1,2.504,221,3.995206,3.995206,3.995206,90.0,90.0,90.0
12424,Ni2O4Rb6,1.2025000000000001,136,6.354129,6.354129,7.446818,90.0,90.0,90.0
12425,H16K8Zn4,4.1943,62,5.801342,7.705482,10.21676,90.0,90.0,90.0
12426,Ag2S6Ta2,0.059800000000000006,63,7.379543,7.379543,7.843543,90.0,90.0,153.1965
12427,Ba1O3Ti1,2.1302,221,4.061521,4.061521,4.061521,90.0,90.0,90.0
12428,Bi1I1Te1,1.2417,156,4.430821,4.431929,7.268332,90.02573,90.0,119.9917
12429,O8Sr2W2,4.4091000000000005,88,7.195504,7.195504,7.195504,134.997,134.997,65.5348
12430,Ba2O8W2,4.6965,88,7.628127,7.628127,7.628127,135.9631,135.9631,64.0374
12431,B1Nb1Ni1,0.3473,216,3.77755,3.77755,3.77755,60.0,60.0,60.0
12432,Al4Mg2O8,5.1112,227,5.777183,5.777183,5.777183,60.0,60.0,60.0
12433,O4Pb2Pd2,0.25620000000000004,74,6.054244,6.054244,6.054244,133.853,125.5768,74.06153
12434,Ba2N4Zr2,0.9911000000000001,129,4.206046,4.206046,8.472214,90.0,90.0,90.0
