,full_formula,band_gap,spacegroup.number,structure.lattice.a,structure.lattice.b,structure.lattice.c,structure.lattice.alpha,structure.lattice.beta,structure.lattice.gamma
12435,Cs4Se12Te4,0.72,14,6.863714,7.7275089999999995,13.73336,83.889,90.0,90.0
12436,Ge1Os1Sc2,0.0639,216,4.561544,4.561544,4.561544,60.0,60.0,60.0
12437,K4O6S2,4.9084,164,6.041605,6.041603,7.104225,90.0,89.99904,120.0
12438,Gd8O28Si8,4.9271,62,5.127421,8.345108,14.00459,90.0,90.0,90.0
12439,Al4Pb2S8,2.6008,66,6.05753,6.05753,10.60783,90.0,90.0,120.987
12440,Ge1Ni1Ti1,0.3391,216,4.024438,4.024438,4.024438,60.0,60.0,60.0
12441,Au1Ba1F3,0.2977,221,5.078458,5.078458,5.078458,90.0,90.0,90.0
12442,Cl12Mn4P4,0.012400000000000001,62,3.780744,8.236267,20.24909,90.0,90.0,90.0
12443,Cr1F6Na1,1.3083,2,5.759711,5.779947,5.775489,55.79538,55.88763,55.53228
12444,F20Sb4Sr4,4.7676,57,4.479213,8.982636,11.35778,90.0,90.0,90.0
12445,Mn2O8W2,2.2158,13,5.857559,4.893402,5.072378,88.53553,90.0,90.0
12446,Al1F6Na3,5.8915,71,5.620605,5.667315,5.667315,60.61674,60.27227,60.27227
12447,I10Ir2Te16,0.9955,2,12.19361,10.63699,9.930056,87.73478,117.0433,103.9099
12448,Ca4O20Te8,3.3551,14,5.852443,9.609281,11.35125,64.1089,90.0,90.0
12449,Ba2F8Sn2,3.7443,129,4.448319,4.448319,11.41946,90.0,90.0,90.0
12450,Au4Cs2F14,2.2824,15,8.033788,8.033788,7.504949,66.76469,66.76469,87.23158
12451,C2Ca2O6,5.0053,167,6.442239,6.442239,6.442239,46.15795,46.15795,46.15795
12452,Cd2P2S6,1.7875,12,6.282144,6.282144,7.270149,81.85901,81.85901,119.9776
12453,O16Pb4Se4,2.6324,14,9.996814,7.096198,6.095095,76.24777,90.0,90.0
12454,O6Se2Sr2,3.6989,11,5.583493,4.493488,6.74219,71.84615,90.0,90.0
12455,Ba3O18V6,2.7693,21,7.7862089999999995,7.7862089999999995,8.073025,90.0,90.0,112.776
12456,Cl4F12Sn8,3.5422000000000002,198,8.010359,8.010359,8.010359,90.0,90.0,90.0
12457,Ca2Cu2P2,0.0758,194,4.055,4.055,7.803,90.0,90.0,120.0
12458,Fe2I6O18,2.2968,173,9.364466,9.364472,5.393687,90.0,90.0,120.0015
12459,O3Si1Sn1,1.1559,221,4.098106,4.098106,4.098106,90.0,90.0,90.0
12460,Al1F3Fe1,2.0269,221,4.046925,4.046925,4.046925,90.0,90.0,90.0
12461,As2Cu2Na4,0.8684000000000001,63,5.725448,5.725448,5.347186,90.0,90.0,101.5647
12462,Al3O12P3,5.5698,154,5.10592,5.105926,11.24579,89.99986,90.00021,120.0008
12463,K2Li2Te2,2.4071,129,4.85985,4.85985,7.779527,90.0,90.0,90.0
12464,Ni2O8W2,2.3746,13,4.98366,4.665046,7.393579,50.87908,90.15855,90.25129
12465,Hg4O8Se2,1.3599999999999999,13,4.810236,6.448207,8.864347,88.89703,90.0,90.0
12466,Er2O8V2,2.9583,141,5.965532,5.965532,5.965532,106.3088,106.3088,116.0
12467,O20Se8Sr4,3.2782,2,7.048044,7.109095,11.14138,84.8754,81.31374,79.81824
12468,Ag2In2S4,0.9202,122,7.126518,7.126518,7.126518,130.5076,130.5076,72.59651
12469,F6K3W1,1.2302,225,6.500065,6.500065,6.500065,60.0,60.0,60.0
12470,N4O2Si4,4.9298,36,5.269614,5.269614,4.8913969999999996,90.0,90.0,116.5683
12471,S16Sr4Tb8,1.8099,62,4.01559,12.10456,14.433440000000001,90.0,90.0,90.0
12472,Ge2P4Zn2,1.2521,122,6.659331,6.659331,6.659331,131.3594,131.3594,71.24268000000001
12473,Au1Mn1V2,0.0511,216,4.277475,4.277475,4.277475,60.0,60.0,60.0
12474,Cl20Pb4Tl12,3.2674,76,8.605608,8.605608,15.07754,90.0,90.0,90.0
12475,Cs16O16Zr4,2.7375,14,20.24434,7.303509,7.288905,66.72451,90.0,90.0
12476,K2O5Ti2,3.727,12,6.155659,6.155659,6.770703,81.13321,81.13321,36.29787
12477,Au1Cu1Sc2,0.41250000000000003,216,4.60286,4.60286,4.60286,60.0,60.0,60.0
12478,F3P1Xe1,0.29350000000000004,221,4.293247,4.293247,4.293247,90.0,90.0,90.0
12479,K4O18Ti8,3.3329,12,9.576433,9.576433,12.24955,73.65904,73.65904,23.27384
12480,Mo6O16Zn4,2.0145,186,5.824781,5.825224,9.888449,90.0,90.0,119.9975
12481,Cd2Se8Y4,0.6463,227,8.350348,8.350348,8.350348,60.0,60.0,60.0
12482,Ag16S32Sn12,0.4243,213,11.01991,11.01991,11.01991,90.0,90.0,90.0
12483,Ca2I1P1,1.7009,166,7.926082,7.926082,7.926082,31.54592,31.54592,31.54592
12484,Ge2Mn2O6,1.6440000000000001,148,5.668223,5.668223,5.668223,53.54168,53.54168,53.54168
12485,H16N16S16,3.3049,62,6.974101,8.417845,12.6126,90.0,90.0,90.0
12486,O8Pb2Sr4,1.4049,55,3.556082,6.22603,10.25917,90.0,90.0,90.0
12487,Bi12O20Si1,2.4246,197,8.892093,8.892093,8.892093,109.4712,109.4712,109.4712
12488,Bi2Fe2O6,1.6689,161,5.733669,5.733669,5.733669,58.95716,58.95716,58.95716
12489,Fe8Mo4P48,0.24750000000000003,60,5.716762,11.16598,13.80952,90.0,90.0,89.99897
12490,Cr3Cu1O8,0.465,12,5.039816,5.039816,6.602957,86.41616,86.41616,66.95913
12491,N4O28S6,1.3997,9,10.59624,10.59624,7.72693,79.51239,79.51239,40.85594
12492,Al1Co1Sc2,0.4777,216,4.524643,4.524643,4.524643,60.0,60.0,60.0
12493,Cs8Ge8Se20,1.5881,15,11.9941,11.9941,10.02356,79.03053,79.03053,90.48707
12494,I8Mg4O24,3.4681,4,10.9627,5.328384,11.10584,90.0,59.94426,90.0
12495,As4Ce4S4,0.067,62,17.72845,4.052164,3.951264,90.01362,90.0,90.0
12496,Br4Nb2O2,0.9064000000000001,5,7.767273,7.767273,7.112139,76.10707,76.10707,28.96151
12497,Ba1O3Ti1,2.1343,99,4.058319,4.058319,4.066439,90.0,90.0,90.0
12498,O3Ta1Tl1,0.9406,221,4.093728,4.093728,4.093728,90.0,90.0,90.0
12499,Li10N8Re2,2.9534000000000002,59,4.916994,6.680362,6.761382,90.0,90.0,90.0
12500,Cr4Er12S24,0.5775,58,3.753179,13.24627,15.94064,90.0,90.0,90.0
12501,Co4Mo6O16,1.9166,186,5.850026,5.850026,10.08437,90.0,90.0,120.0946
12502,P8Pd8S8,1.2319,60,5.7182569999999995,5.746741,14.00131,90.0,90.0,90.0
12503,K2Sb4Se8,1.0995,2,6.896362,7.044722,9.472885,79.55123,82.96644,75.7104
12504,Au1C2Na1,1.5531000000000001,123,3.800806,3.800806,5.239913,90.0,90.0,90.0
12505,Ho4O14Sn4,2.1953,227,7.46914,7.46914,7.46914,60.0,60.0,60.0
12506,H2O4Tb2,3.5396,11,4.210235,4.133587,8.02541,86.54718,90.0,90.0
12507,As4Cd2Ge2,0.0342,122,7.16014,7.16014,7.16014,129.8696,129.8696,73.61524
12508,Al1Co1Y2,0.4524,216,4.806194,4.806194,4.806194,60.0,60.0,60.0
12509,O16Sb8Zn4,2.578,135,8.553127,8.553127,6.019951,90.0,90.0,90.0
12510,Al2H2O4,5.546,63,5.9457,5.9457,3.72379,90.0,90.0,151.8774
12511,Na3P3Sr3,1.2535,189,7.687002,7.686975,4.495117,90.0,90.0,120.0001
12512,C1Na4O4,2.027,215,4.726231,4.726231,4.726231,90.0,90.0,90.0
12513,Ca1F3Se1,0.6831,221,4.493406,4.493406,4.493406,90.0,90.0,90.0
12514,Ba3Ho4O9,3.2551,146,9.213696,9.213696,9.213696,38.84767,38.84767,38.84767
12515,Cl4O1W1,2.0164,79,6.776387,6.776387,6.776387,94.85027,94.85027,146.1909
12516,Cl8Mg2Na4,4.9348,55,3.838464,6.949075,12.00753,90.0,90.0,90.0
12517,Co1Ga1Sc2,0.5346000000000001,216,4.495471,4.495471,4.495471,60.0,60.0,60.0
12518,Br16Rb8Zn4,3.7802,62,7.554454,9.701796,14.97038,90.0,90.0,90.0
12519,Ag1Ba1F3,1.4226,221,5.070482,5.070482,5.070482,90.0,90.0,90.0
12520,Br16Cs8Mn4,3.6006,62,8.015132,10.4199,14.23239,90.0,90.0,90.0
12521,F12Li4Zr2,6.4586,15,6.936458,6.936458,5.06019,68.41505,68.41505,78.55775
12522,Mg4O8Si2,4.7569,227,5.763684,5.763684,5.763684,60.0,60.0,60.0
12523,As32Sr32Ti8,1.4628,218,13.01839,13.01839,13.01839,90.0,90.0,90.0
12524,P3Rb1Zn4,0.491,123,4.029522,4.029522,10.06587,90.0,90.0,90.0
12525,Ge2Mg2O6,2.4371,63,4.95058,4.95058,7.026562,90.0,90.0,146.4938
12526,Al3O12P3,5.6234,154,5.045861,5.045899,11.13584,90.00009,89.99982,120.001
12527,B6S12Tl6,1.7496,166,8.424433,8.424433,8.424433,73.91244,73.91244,73.91244
12528,Gd4Hf4O14,3.4526,227,7.49133,7.49133,7.49133,60.0,60.0,60.0
12529,As2O8Tb2,3.6578,70,7.181461,6.009574,5.9814869999999996,73.58206,53.38843,53.02951
12530,Ag2K4Sb2,1.1821,63,6.750113,6.750113,6.3364,90.0,90.0,102.6644
12531,C2Ca2O6,5.0055,167,6.441917,6.441917,6.441917,46.17323,46.17323,46.17323
12532,Al2O6Pr2,3.9127,167,5.367207,5.367207,5.367207,60.24755,60.24755,60.24755
12533,B24Li4Si4,1.6865,64,6.29581,6.29581,8.428597,90.0,90.0,121.9271
12534,Ca3N1P1,0.8052,221,4.725635,4.725635,4.725635,90.0,90.0,90.0
12535,C8Na4O8,2.4989,14,6.906604,3.5409990000000002,10.48454,87.9408,90.00463,90.00074
12536,C4Na4O8,3.3737,14,5.304233,3.536797,10.50807,86.85827,90.0,90.0
12537,Cr1Cu1O2,1.8221,166,5.99694,5.99694,5.99694,29.42923,29.42923,29.42923
12538,S4Ta1Tl3,2.5452,217,6.788889,6.788889,6.788889,109.4712,109.4712,109.4712
12539,In1Rb2Sb1,0.5491,225,6.120767,6.120767,6.120767,60.0,60.0,60.0
12540,O23Rb6Si10,4.0259,189,9.673635,9.673635,8.323394,90.0,90.0,120.0011
12541,Au4Li4S4,2.1188,15,7.278753,7.264139,6.420538,64.20156,63.68407,52.39782
12542,C2Ca2O6,5.0059,167,6.440374,6.440374,6.440374,46.18736,46.18736,46.18736
12543,Al10H2O16,4.2765,186,5.747626,5.747626,8.761025,90.0,90.0,120.0002
12544,Ag4Cl8Pd2,1.8782,64,6.563022,6.563022,8.263908,90.0,90.0,102.5498
12545,Co2Rh4S8,0.9082,227,7.089097,7.089097,7.089097,60.0,60.0,60.0
12546,La2Nb2O8,4.2548,88,7.060088,7.060088,7.060088,134.4173,134.4173,66.43689
12547,Ba2O18Ti8,3.1909,59,3.874958,6.406244,14.89094,90.0,90.0,90.0
12548,Ba8Ge8Se20,1.2679,62,9.369173,9.249464,12.82953,90.0,90.0,90.0
12549,Al4O8Zn2,4.4913,227,5.731195,5.731195,5.731195,60.0,60.0,60.0
12550,Ga8O14Sr2,2.5088,15,8.238084,8.238084,5.755718,77.29193,77.29193,68.69823
12551,Cu2F6K2,1.2891,140,5.786544,5.786544,5.786544,118.3457,118.3457,92.89007
12552,As2Be2Ca1,0.6583,164,3.887596,3.887596,6.825512,90.00001,89.99999,120.0003
12553,Ce1K1S2,2.3932,166,7.771509,7.771509,7.771509,31.78458,31.78458,31.78458
12554,F3Ga1Ge1,0.9824,221,4.419706,4.419706,4.419706,90.0,90.0,90.0
12555,Cl16Hg12O4,1.4816,198,9.55577,9.55577,9.55577,90.0,90.0,90.0
12556,Ba2O8W2,4.6805,88,7.615105,7.615105,7.615105,135.9073,135.9073,64.12363
12557,Na4Nb8O22,2.9536,167,12.87247,12.87247,12.87247,28.2508,28.2508,28.2508
12558,H2I2Sr2,3.3561,129,4.307493,4.307493,8.941493,90.0,90.0,90.0
12559,Na4O8S4,2.3388,13,6.654541,6.505148,6.711715,60.56721,90.0,90.0
12560,Er2Li2O4,4.2391,141,6.028783,6.028783,6.028783,136.9304,136.9304,62.54508
12561,K2Pt1S2,1.604,71,6.237951,6.237951,6.237951,146.1161,109.7227,80.34949
12562,Rh1Te1Y1,0.3035,216,4.6090800000000005,4.6090800000000005,4.6090800000000005,60.0,60.0,60.0
12563,K2Te1Zn1,1.5679,225,5.94835,5.94835,5.94835,60.0,60.0,60.0
12564,Al1Ni1Ta1,0.1646,216,4.117992,4.117992,4.117992,60.0,60.0,60.0
12565,O48P16Sr8,5.4792,14,8.050897,7.307338,17.6754,89.39808,90.0,90.0
12566,F44Sr10Zr6,5.3505,18,7.749836,10.46748,10.47714,90.0,90.0,90.0
12567,Cd2Cr4Se8,0.3467,227,7.753761,7.753761,7.753761,60.0,60.0,60.0
12568,Al2H8Na2,4.6627,88,6.558689,6.558689,6.558689,135.2309,135.2309,65.1716
12569,Ba3O6W1,2.7231,225,6.347107,6.347107,6.347107,60.0,60.0,60.0
12570,O20Si4Y8,4.7342,14,6.944275,6.7501809999999995,9.143763,73.72527,90.0,90.0
12571,Mg8O24Si8,4.6486,14,8.937406,5.240519,9.473333,76.99847,90.0,90.0
12572,Pt1Sn1Ti1,0.6452,216,4.441512,4.441512,4.441512,60.0,60.0,60.0
12573,O16P4Pb6,3.5309,15,7.610345,7.610345,9.507567,79.25765,79.25765,46.31603
12574,Cl6K2Pt1,1.9837,225,7.077091,7.077091,7.077091,60.0,60.0,60.0
12575,Al2O6Pr2,3.8367,167,5.366764,5.366764,5.366764,60.19558,60.19558,60.19558
12576,Au4Cl16P4,2.8063000000000002,14,15.31311,6.510292,7.678648,84.26971,90.0,90.0
12577,I4S4Sb4,0.72,19,3.719135,8.964561,17.74297,90.0,90.0,90.0
12578,C4Mg4O12,2.8645,62,5.50127,5.030081,6.977997,90.0,90.0,90.0
12579,Ca4O28V12,2.1252,62,5.370203,10.47132,10.74795,90.0,90.0,90.0
12580,Al8O20Si4,5.4035,2,5.63613,7.204701,7.933648,106.001,89.89865,101.1388
12581,Cl22K2Nb4,2.4133,2,10.06846,9.408612,17.49383,88.84097,102.5138,91.84466
12582,As3Ga3O12,3.1025,152,5.063192,5.063173,11.604330000000001,90.0052,89.99429,120.014
12583,C4N8Si2,4.2467,224,6.682728,6.682728,6.682728,90.0,90.0,90.0
12584,Cr1La1O3,1.7885,221,3.940907,3.940907,3.940907,90.0,90.0,90.0
12585,Gd1Na1S2,2.0856,166,7.06993,7.06993,7.06993,33.17623,33.17623,33.17623
12586,Ca1Mg2N2,1.995,164,3.561606,3.561606,6.116989,90.00116,89.99884,119.9979
12587,Ca16Ge4N16,1.4172,14,6.069967,9.298095,10.92478,66.78059,90.0,90.0
12588,O3Pd1Sr2,0.9521000000000001,71,7.015283,7.015283,7.015283,150.4821,146.464,45.27208
12589,Nb4Rb12S16,2.5966,62,9.71787,9.854146,11.31889,90.0,90.0,90.00336
12590,Nb1Os1Sb1,0.49710000000000004,216,4.407525,4.407525,4.407525,60.0,60.0,60.0
12591,Ag2As2K4,1.0287,20,6.43914,6.43914,6.098833,90.0,90.0,102.9395
12592,Al8Cl28Te8,1.4355,14,11.60202,9.728783,13.77905,84.49004,90.0,90.0
12593,Ho2O8P2,5.9087,141,5.759265,5.759265,5.759265,105.9583,105.9583,116.7517
12594,Cd8Ge2S12,1.4100000000000001,9,7.262699,7.262699,12.66488,72.58246,72.58246,59.90545
12595,B1F3Zn1,2.8486000000000002,221,3.943269,3.943269,3.943269,90.0,90.0,90.0
12596,Bi2Fe2O6,1.6763,161,5.748004,5.748004,5.748004,58.85409,58.85409,58.85409
12597,Al1Mn1Ti2,0.2305,216,4.400343,4.400343,4.400343,60.0,60.0,60.0
12598,F12Na6Sc2,6.3704,14,5.951072,5.698771,10.12825,123.8435,90.0,90.0
12599,As8Ba4Zn8,0.3336,62,4.265405,10.06482,10.93857,90.0,90.0,90.0
12600,Li2Nb2O4,1.6577000000000002,194,2.9353629999999997,2.9353629999999997,10.57325,90.0,90.0,120.0005
12601,B4Fe12O20,0.5244,10,3.077807,9.612323,12.367280000000001,89.81685,90.0,90.0
12602,Nd2O2S1,2.6008,164,4.002841,4.002841,6.8722829999999995,90.00207,89.99793,120.0029
12603,Co4O12Se4,3.1492,62,5.089542,6.003576,7.713581,90.0,90.0,90.0
12604,Ba2Cl2F2,5.4471,129,4.455176,4.455176,7.342146,90.0,90.0,90.0
12605,N28P16Rb4,3.6988000000000003,62,4.728538,12.43719,9.999091,89.99893,90.0,90.0
12606,O16S4Sn4,4.06,62,5.443282,7.370637,9.08243,90.0,90.0,90.0
12607,F3In1Pt1,0.6292,221,4.469879,4.469879,4.469879,90.0,90.0,90.0
12608,Cs1F6Nb1,5.6785,148,5.434113,5.434113,5.434113,96.06285,96.06285,96.06285
12609,Ba2Mn2O6,1.94,194,5.794726,5.7947109999999995,4.988656,90.0,90.0,119.9999
12610,Co2Hf1Mo1,0.09770000000000001,216,4.305077,4.305077,4.305077,60.0,60.0,60.0
12611,Cs4I8Li4,3.7393,36,10.68784,10.68784,13.8068,90.0,90.0,154.6392
12612,K12S44Ta8,1.8048000000000002,14,9.024458,7.7900469999999995,25.33758,79.61973,90.0,90.0
12613,Er4S12Sc4,1.9778,62,6.398707,7.004454,9.641287,90.0,90.0,90.0
12614,Gd1O2Rb1,3.3579,166,6.9106559999999995,6.9106559999999995,6.9106559999999995,29.98471,29.98471,29.98471
12615,Bi2Cl2Te2,1.3369,186,4.315092,4.315092,13.24402,90.0,90.0,120.0004
12616,C24Cr4O24,1.2999,62,6.7776689999999995,11.92869,12.74161,90.0,90.0,90.0
12617,In8Rb8S16,2.1557,15,7.978299,7.978299,15.83322,82.73286,82.73286,89.99449
12618,Ge2Mg2O6,2.4282,63,4.945937,4.945937,7.030898,90.0,90.0,146.489
12619,Al3O12P3,5.5921,154,5.080375,5.080424,11.19321,90.00009,89.9998,120.0013
12620,K8O6Sb4,1.2414,186,6.372353,6.373295,14.59296,90.0,90.0,119.9951
12621,N8Na8O8,3.3715,14,9.28174,5.143186,6.244828,81.55269,90.0,90.0
12622,Au1F3Mg1,1.3326,221,3.994796,3.994796,3.994796,90.0,90.0,90.0
12623,Dy2O8V2,2.9645,141,6.004928,6.004928,6.004928,106.2225,106.2225,116.1845
12624,Cs2F16Re2,1.8356,129,8.043734,8.043734,5.314277,90.0,90.0,90.0
12625,Br2O2Pr2,3.6785,129,4.047408,4.047408,8.437496,90.0,90.0,90.0
12626,As1Ga1Na2,0.1603,225,4.994337,4.994337,4.994337,60.0,60.0,60.0
12627,Mn8Nb4O18,2.1075,165,5.396391,5.396333,14.49359,90.00002,90.0,120.0004
12628,N2Na2O6,2.9498,167,6.440151,6.440151,6.440151,47.12872,47.12872,47.12872
12629,Cr1Na1Se2,0.6152000000000001,166,7.197442,7.197442,7.197442,30.72676,30.72676,30.72676
12630,Cl16Rb8Zn4,4.7129,33,7.3109,9.374013,13.01969,90.0,90.0,90.0
12631,K4O12V4,3.0339,57,5.314092,5.789206,10.91879,90.0,90.0,90.0
12632,Br10In2Sn4,2.267,140,9.501635,9.501635,9.501635,127.1981,127.1981,77.92776
12633,Cr4Mn2S8,0.9039,227,7.276343,7.276343,7.276343,60.0,60.0,60.0
12634,Nd6O24Sb10,3.1204,217,9.678879,9.678879,9.678879,109.4712,109.4712,109.4712
12635,Mg2O6Ti2,3.8302,148,5.552357,5.552357,5.552357,55.13803,55.13803,55.13803
12636,Mn8Na8S12,1.7092,15,10.12748,10.12748,7.059689,70.01309,70.01309,82.91418
12637,Al2K6O6,2.8975,12,6.611797,6.611797,6.549967,83.26338,83.26338,115.5698
12638,F14K4Pa2,3.9961,15,7.781476,7.781476,8.284172,58.59212,58.59212,52.06343
12639,Ba4O16Tb8,3.2033,62,3.5024189999999997,10.54428,12.26605,90.0,90.0,90.0
12640,Mg2O8W2,3.3548999999999998,13,5.757707,4.743693,5.003371,89.24578,90.0,90.0
12641,Li4O8Rh4,2.3816,227,6.073294,6.073294,6.073294,60.0,60.0,60.0
12642,Cd1F6Pd1,2.2489,148,5.72686,5.72686,5.72686,54.95071,54.95071,54.95071
12643,Ce4O16P4,2.3029,14,6.449514,7.421669,7.28003,100.5757,90.0,90.0
12644,Na1Se2Tb1,1.8367,166,7.382242,7.382242,7.382242,32.73934,32.73934,32.73934
12645,C2Ca2O6,5.0112,167,6.420693,6.420693,6.420693,46.40441,46.40441,46.40441
12646,Ba2O4Pb1,1.2155,139,7.403127,7.403127,7.403127,145.4871,145.4871,49.60919
12647,C1F2Ho2,1.1351,164,3.6396100000000002,3.6396100000000002,6.432086,89.97668,89.97668,60.01078
12648,B6Se20Tl6,1.3344,2,7.357564,8.372158,15.22209,71.62495,83.46056,86.01445
12649,Cs2F10Pd4,1.8119,74,7.582934,7.582934,7.582934,127.1011,116.7901,86.90756
12650,Ag4In4S8,1.0319,33,6.8197849999999995,7.118614,8.435719,90.0,90.0,90.0
12651,Ge2Mg2O6,2.4465,63,4.94875,4.94875,7.015722,90.0,90.0,146.513
12652,Ca4Mn4O12,0.3907,62,5.412586,5.327915,7.571046,90.0,90.0,90.0
12653,Ho4O22Te8,3.2332,15,6.743573,6.743573,16.28875,75.90995,75.90995,44.98969
12654,Mo2O10P2,0.7938000000000001,9,5.254951,5.254951,7.489304,70.47118,70.47118,88.55008
12655,Cu4O4Sr2,2.0067,141,6.300765,6.300765,6.300765,128.1541,128.1541,76.3755
12656,Cr4Cs4I12,1.3593,60,7.252595,8.370762,14.19595,90.0,90.0,90.0
12657,I18Nb12S2,0.44170000000000004,2,12.14516,10.63663,11.90726,121.5911,120.027,74.69721
12658,Ca2O6Si2,3.6824,140,5.114528,5.114528,5.114528,120.4768,120.4768,89.1762
12659,Co1Ga1Sc2,0.5346000000000001,216,4.495471,4.495471,4.495471,60.0,60.0,60.0
12660,Ho4La4O12,4.7459,62,5.918918,6.142991,8.573931,90.0,90.0,90.0
12661,K2O16V6,2.0703,11,8.64999,5.119018,7.899332,81.30832,90.0,90.0
12662,O6Sb2Tl2,2.4325,148,8.304732,8.304732,8.304732,38.02284,38.02284,38.02284
12663,C8N8S16,2.9529,14,8.4819,9.236731,10.96903,70.02905,90.0,90.0
12664,Bi2Fe2O6,1.6706,161,5.645758,5.645758,5.7363800000000005,60.51694,60.51694,60.00544
12665,Ag16Se12Sn2,0.1505,31,7.971016,8.09679,11.245190000000001,90.0,90.0,90.0
12666,Al2La2O6,3.5771,167,5.415836,5.415836,5.415836,60.12717,60.12717,60.12717
12667,Cr1Li1O2,2.9502,166,5.133554,5.133554,5.133554,33.63313,33.63313,33.63313
12668,Cd1Pd1Sc2,0.377,216,4.752084,4.752084,4.752084,60.0,60.0,60.0
12669,B4Li4O8,5.3709,14,4.397625,5.872242,6.684906,65.6937,90.0,90.0
12670,B4Ca2H16,5.1497,15,5.787273,5.787273,7.81984,71.21776,71.21776,99.61496
12671,C2Co2O6,3.1021,167,5.723223,5.723223,5.723223,48.62267,48.62267,48.62267
12672,O8Sb2V2,0.2038,109,5.640564,5.640564,5.640564,108.2898,108.2898,111.8607
12673,Al2Nd2O6,3.7015000000000002,167,5.347799,5.347799,5.347799,60.41003,60.41003,60.41003
12674,Al2F10Mn2,4.4963,63,5.323847,5.323847,9.712165,90.0,90.0,140.1008
12675,Al2Li2Te4,2.4319,122,7.491583,7.491583,7.491583,129.1365,129.1365,74.79099
12676,Cr2Si2Te6,0.27030000000000004,148,8.427586,8.425134,8.426299,48.2724,48.25173,48.25791
12677,Hg1O2Rb2,2.0066,139,7.811701,7.811701,7.811701,148.4461,148.4461,45.22726
12678,O22Tb4Te8,3.2423,15,6.774317,6.774317,16.41794,76.2174,76.2174,45.05407
12679,Ga2Li2Te4,1.6449,122,7.50893,7.50893,7.50893,129.7139,129.7139,73.86457
12680,Co2Rb4Se4,1.8754,72,8.488838,8.488838,8.488838,133.9771,129.1885,70.95896
12681,As2F12I10,1.3823,15,10.80341,10.80341,8.919489,72.1879,72.1879,119.6725
12682,I2K2O6,2.8659,161,6.453765,6.453765,6.453765,59.10187,59.10187,59.10187
12683,Hg1In1La1,0.027800000000000002,216,5.073177,5.073177,5.073177,60.0,60.0,60.0
12684,Cl2Nd2Te2,0.40690000000000004,129,4.49087,4.49087,8.256372,90.0,90.0,90.0
12685,Ag1Na1Se1,0.1932,216,4.6120149999999995,4.6120149999999995,4.6120149999999995,60.0,60.0,60.0
12686,O24Pb8Zr8,2.7796000000000003,55,5.98946,8.31517,11.94998,90.0,90.0,90.0
12687,Ba3O9Y4,3.3047,146,9.273045,9.273045,9.273045,38.79982,38.79982,38.79982
12688,F6Ir1Rb2,1.3072,164,6.097125,6.097128,4.94161,89.99947,90.00058,120.0055
12689,Cu1P1Zn1,0.20370000000000002,216,3.992262,3.992262,3.992262,60.0,60.0,60.0
12690,Cl10K2Sn4,2.9859,140,9.201107,9.201107,9.201107,127.6815,127.6815,77.14154
12691,Al1Fe2Ta1,0.3205,225,4.185736,4.185736,4.185736,60.0,60.0,60.0
12692,Au4Na4Se8,0.8647,14,8.543848,6.851405,7.133657,74.67233,90.0,90.0
12693,Al3O12P3,5.4835,152,5.160446,5.160228,11.35997,89.99951,90.00088,119.9963
12694,F24Pb8Zn4,4.4943,138,5.6754169999999995,5.6754169999999995,16.27536,90.0,90.0,90.0
12695,Al2Cd1Se4,2.0462,82,6.83629,6.83629,6.83629,129.2173,129.2173,74.66122
12696,Nb4O12Rb4,3.6605,2,9.077326,8.559145000000001,5.169305,94.58432,93.45607,114.3139
12697,As4Cd2Ge2,0.034300000000000004,122,7.158907,7.158907,7.158907,129.8641,129.8641,73.62404
12698,S16Ti4Tl16,2.5204,14,8.463465,8.563805,15.85517,74.40296,90.0,90.0
12699,P8S32Tb8,2.1694,142,12.25377,12.25377,12.25377,127.5245,127.5245,77.39661
12700,As12Ce1Ru4,0.13770000000000002,204,7.437804,7.437804,7.437804,109.4712,109.4712,109.4712
12701,La4Lu4O12,4.8726,62,5.856877,6.054381,8.439023,90.0,90.0,90.0
12702,H8Li8S8,3.5416,135,7.87754,7.87754,6.180246,90.0,90.0,90.0
12703,Cl4Cr1Rb2,1.0662,139,8.247267,8.247267,8.247267,144.5131,144.5131,51.06067
12704,F6Pt1Rb2,3.1809,164,6.088188,6.087985,4.955716,89.99951,90.0,120.0011
12705,Cu8I12Rb4,2.1112,63,12.3141,17.05688,5.565115,90.0,90.0,90.0
12706,Ga2Se4Zn1,1.5483,82,6.779819,6.779819,6.779819,131.0458,131.0458,71.74033
12707,H2Ho2O4,4.2781,11,4.182854,3.550691,6.725768,104.9205,90.0,90.0
12708,Ge6La8S24,2.0413,161,11.71653,11.71653,11.71653,114.7335,114.7335,114.7335
12709,Ge1Ti1V2,0.0834,216,4.317421,4.317421,4.317421,60.0,60.0,60.0
12710,Ag2Al2S4,2.3535,122,6.637618,6.637618,6.637618,128.0851,128.0851,76.48721
12711,Hf1O3Pb1,2.4164,221,4.155338,4.155338,4.155338,90.0,90.0,90.0
12712,Al1Ge1Li1,0.0458,216,4.245579,4.245579,4.245579,60.0,60.0,60.0
12713,K1N1O2,2.5045,8,4.2902000000000005,4.2902000000000005,6.37333,54.24023,54.24023,85.43502
12714,Cl18Cs6Y4,4.8832,167,9.952744,9.952744,9.952744,84.32887,84.32887,84.32887
12715,Cl4K4O16,5.5244,62,5.915831,7.413326,8.892320999999999,90.0,90.0,90.0
12716,F3Li1Pb1,1.8611,221,4.800717,4.800717,4.800717,90.0,90.0,90.0
