,full_formula,DebyeTemp,spacegroup.number,structure.lattice.a,structure.lattice.b,structure.lattice.c,structure.lattice.alpha,structure.lattice.beta,structure.lattice.gamma
3132,C2Hf4S2,445.889,194,3.382534,3.382534,12.0676,90.0,90.0,119.9993
3133,In3Ir3Tb3,200.461,189,7.460259,7.460259,3.978409,90.0,90.0,120.0019
3134,In2Lu4Pd4,221.564,127,7.641963,7.641963,3.576507,90.0,90.0,90.0
3135,C4Nb16Ni8,450.324,227,8.298849,8.298849,8.298849,60.0,60.0,60.0
3136,Cs2F4H2,181.165,140,5.926206,5.926206,5.926206,116.5322,116.5322,96.1193
3137,Er4Ge6Rh7,345.712,229,7.227834,7.227834,7.227834,109.4712,109.4712,109.4712
3138,Co2Mo2P4,533.103,194,3.286533,3.286609,11.16613,90.0,90.0,119.9992
3139,K2Li2Se2,262.784,129,4.525419,4.525419,7.342129,90.0,90.0,90.0
3140,Cu2La2Pb2,232.232,194,4.7182759999999995,4.7182759999999995,8.23249,90.0,90.0,120.0014
3141,Cl6K2Ti1,169.523,225,7.114493,7.114493,7.114493,60.0,60.0,60.0
3142,B4C4Ca2,887.574,140,5.312945,5.312945,5.312945,119.3545,119.3545,91.12179
3143,Ag2Sb6Zr10,322.134,193,8.725457,8.724651,5.909288,90.0,90.0,120.0031
3144,La1Pd2Si2,341.841,139,5.816763,5.816763,5.816763,136.3902,136.3902,63.37764
3145,Mn3N1Pd1,375.859,221,4.167628,4.167628,4.167628,90.0,90.0,90.0
3146,Bi10La6Mg2,131.878,193,9.934541,9.934541,6.606291,90.0,90.0,119.9983
3147,K12S12Sb4,180.529,198,9.619149,9.619149,9.619149,90.0,90.0,90.0
3148,O4S1Zn1,288.83,216,5.46596,5.46596,5.46596,60.0,60.0,60.0
3149,As4Pd4Tb4,279.528,62,4.153197,7.100639,7.963747,90.0,90.0,90.0
3150,H3K1Mg1,605.759,221,4.006441,4.006441,4.006441,90.0,90.0,90.0
3151,Mg1P1Pd5,312.035,123,3.9214729999999998,3.9214729999999998,6.937835,90.0,90.0,90.0
3152,Ni16Si7Ti6,532.541,225,7.89148,7.89148,7.89148,60.0,60.0,60.0
3153,K1O3Ta1,585.461,221,4.043674,4.043674,4.043674,90.0,90.0,90.0
3154,Pd6S8Y2,256.501,223,6.712167,6.712167,6.712167,90.0,90.0,90.0
3155,Al4S8Sr2,321.708,66,6.083549,6.083549,10.66727,90.0,90.0,121.331
3156,Al9Ba1Co2,504.483,191,7.876689,7.876745,3.937698,90.0,90.0,119.9998
3157,C1Pb1Sc3,415.829,221,4.635481,4.635481,4.635481,90.0,90.0,90.0
3158,Na16Sb8Sn2,173.79,227,10.51057,10.51057,10.51057,60.0,60.0,60.0
3159,Fe1Ru2Sn1,336.056,225,4.43711,4.43711,4.43711,60.0,60.0,60.0
3160,Pd4S4Sb4,243.166,198,6.262899,6.262899,6.262899,90.0,90.0,90.0
3161,H2In2O4,513.481,58,3.311136,4.551687,5.33075,90.0,90.0,90.0
3162,Ca3Pb3Pd3,191.841,189,7.96568,7.96568,3.947056,90.0,90.0,120.0008
3163,Au2Sc2Si2,330.842,187,4.2773579999999995,4.2773579999999995,6.929921,90.0,90.0,119.9986
3164,In1Ni2Ti1,340.186,225,4.337406,4.337406,4.337406,60.0,60.0,60.0
3165,Cl2H12Sr7,361.18,174,9.972085,9.97203,3.944226,90.0,90.0,120.0002
3166,Au2Ca1Ge2,174.622,139,6.119533,6.119533,6.119533,136.8255,136.8255,62.70672
3167,In2Li2Se4,201.452,122,7.33059,7.33059,7.33059,131.5724,131.5724,70.90524
3168,Ir2Si2Th1,239.014,139,5.829335,5.829335,5.829335,137.0271,137.0271,62.39639
3169,Fe1Sb2Zr6,320.056,189,7.8373349999999995,7.836638,3.728574,90.0,90.0,120.0029
3170,Al3Pd3Th3,205.408,189,7.413748,7.413748,4.265688,90.0,90.0,119.998
3171,Al40Pr2V4,542.091,227,10.26849,10.26849,10.26849,60.0,60.0,60.0
3172,Cr4O8Zn2,591.048,227,5.951036,5.951036,5.951036,60.0,60.0,60.0
3173,In4S8Zn2,300.402,227,7.548028,7.548028,7.548028,60.0,60.0,60.0
3174,Be2Li2Sb2,410.711,186,4.17867,4.178693,6.792717,89.99999,90.0,120.0008
3175,Er4In2Ni4,235.894,127,7.305769,7.305769,3.60446,90.0,90.0,90.0
3176,Au1Er1Sn1,204.027,216,4.738878,4.738878,4.738878,60.0,60.0,60.0
3177,Ni1Sb1Y1,328.837,216,4.488533,4.488533,4.488533,60.0,60.0,60.0
3178,Bi1Pd1Yb1,137.405,216,4.853479,4.853479,4.853479,60.0,60.0,60.0
3179,B6Ni21U2,384.328,225,7.479064,7.479064,7.479064,60.0,60.0,60.0
3180,As2Ca2Rb2,184.621,129,5.17334,5.17334,8.009531,90.0,90.0,90.0
3181,Al1C1Er3,331.0,221,4.828176,4.828176,4.828176,90.0,90.0,90.0
3182,Lu1Ni1Sb1,291.399,216,4.44559,4.44559,4.44559,60.0,60.0,60.0
3183,Dy1Rh3Si2,430.264,191,5.516647,5.516647,3.63558,90.0,90.0,120.0058
3184,C4O12Sr4,389.921,62,5.171658,6.124706,8.497894,90.0,90.0,90.0
3185,Cu7Zn16Zr6,330.076,225,8.532069,8.532069,8.532069,60.0,60.0,60.0
3186,Cl6Rb2Sn1,127.706,225,7.427534,7.427534,7.427534,60.0,60.0,60.0
3187,Hf4Ni6Si8,444.89,64,7.289324,7.289324,6.841438,90.0,90.0,138.3462
3188,Ca2Pb2Zn2,204.613,194,4.80228,4.80228,7.860825,90.0,90.0,119.982
3189,Li2Mg1Pb1,213.454,225,4.8197600000000005,4.8197600000000005,4.8197600000000005,60.0,60.0,60.0
3190,Cu6P2S8,352.605,31,6.097646,6.369951,7.309061,90.0,90.0,90.0
3191,Ag3Si3Y3,354.458,189,7.100534,7.100534,4.192546,90.0,90.0,120.0001
3192,Au1Cu4Dy1,185.078,216,5.041622,5.041622,5.041622,60.0,60.0,60.0
3193,B2Ir6Sn5,252.557,189,6.7380189999999995,6.738136,5.627253,90.0,90.0,119.9994
3194,Pd2Sb4U2,223.007,129,4.418655,4.418655,9.732172,90.0,90.0,90.0
3195,Ir3Sn3Zr3,272.541,189,7.389698,7.389698,3.737011,90.0,90.0,120.0
3196,Cu1Ge6Ho2,321.324,38,10.86764,10.86764,4.084835,90.0,90.0,158.6309
3197,O4S1Sr1,271.894,216,5.10146,5.10146,5.10146,60.0,60.0,60.0
3198,Br10Cs2Sn4,113.542,140,10.13329,10.13329,10.13329,129.5148,129.5148,74.18367
3199,Au1O1Rb3,145.701,221,5.6230139999999995,5.6230139999999995,5.6230139999999995,90.0,90.0,90.0
3200,Au4Bi2Dy10,147.463,140,8.722307,8.722307,8.722307,124.4461,124.4461,82.45753
3201,Ge4Ni8Zn12,310.267,227,7.625903,7.625903,7.625903,60.0,60.0,60.0
3202,H10Rb6Zn2,226.144,140,8.060602,8.060602,8.060602,121.5596,121.5596,87.31927
3203,Cr4Mn2O8,529.588,227,6.087201,6.087201,6.087201,60.0,60.0,60.0
3204,Nd1Os4P12,476.468,204,7.033769,7.033769,7.033769,109.4712,109.4712,109.4712
3205,Ge7Ni16Sc6,403.18,225,8.232746,8.232746,8.232746,60.0,60.0,60.0
3206,Pd1Sb1Sc1,287.74,216,4.535598,4.535598,4.535598,60.0,60.0,60.0
3207,Al36Cr4Mg6,547.47,227,10.24073,10.24073,10.24073,60.0,60.0,60.0
3208,Hg2K2Sb2,146.969,194,4.892563,4.892563,10.45734,90.0,90.0,119.9995
3209,La4Rh4Sn8,203.473,63,9.010721,9.010721,9.821688,90.0,90.0,149.6401
3210,Ni4Sn4Tb4,243.492,62,4.518756,7.213895,7.691532,90.0,90.0,90.0
3211,Cd4La2Pd2,206.021,63,5.60665,5.60665,8.429897,90.0,90.0,134.2474
3212,Hf3Re3Si3,409.244,189,6.985128,6.985124,3.391609,90.0,90.0,120.0
3213,B24Re4Y8,741.691,55,3.693545,9.197712,11.5777,90.0,90.0,90.0
3214,Er2In2Zn2,257.471,194,4.6819,4.6819,7.032875,90.0,90.0,120.0007
3215,Cl4O2Pd4,194.273,141,6.828919,6.828919,6.828919,123.5411,123.5411,83.96884
3216,N2Sn6Zr10,354.096,193,8.524715,8.524715,5.837211,90.0,90.0,119.9997
3217,Ru1Si3Th1,345.201,107,5.819453,5.819453,5.819453,136.7461,136.7461,62.82899
3218,C2Ga2Nb4,508.046,194,3.156628,3.156628,13.64861,90.0,90.0,120.0
3219,Al4O10Si2,880.848,63,4.976434,4.976434,9.175695,90.0,90.0,138.0342
3220,Co4Ge4Ta4,314.048,62,3.834445,6.481718,7.340726,90.0,90.0,90.0
3221,As4Ca4Cd2,270.978,36,8.55756,8.55756,7.179758,89.99993,90.00007,150.6025
3222,As1Li1Zn1,381.334,216,4.197452,4.197452,4.197452,60.0,60.0,60.0
3223,Ge4Ni4Zr4,418.439,62,3.893892,6.575888,7.359197,90.0,90.0,90.0
3224,Si2Sn6Zr10,368.655,193,8.735665000000001,8.735665000000001,5.920599,90.0,90.0,120.0001
3225,P4V4Zr4,544.114,62,3.534466,6.641336,7.954046,90.0,90.0,90.0
3226,Ho1Mn6Sn6,319.719,191,5.564946,5.566132,9.162256,90.0,90.0,119.9929
3227,Hf4Nb4P4,405.583,62,3.539608,6.894896,8.33667,90.0,90.0,90.0
3228,Er4Ge4Ru4,263.156,62,4.407815,6.997812,7.193606,90.0,90.0,90.0
3229,Ba1Nb7O9,583.649,123,4.236665,4.236665,12.56453,90.0,90.0,90.0
3230,B6Ni21Zr2,451.71,225,7.438555,7.438555,7.438555,60.0,60.0,60.0
3231,P4Pt4Sc4,279.997,62,4.02949,7.393989,7.026063,90.0,90.0,90.0
3232,Ru4Sb12Sr1,273.435,204,8.137947,8.137947,8.137947,109.4712,109.4712,109.4712
3233,Ce2N2Se1,357.705,164,3.950563,3.950563,7.027062,90.00001,89.99999,120.0
3234,Al8Fe4La1,422.247,139,6.931474,6.931474,6.931474,98.08228,98.08228,135.9563
3235,O8Si2Zn4,487.669,122,5.884533,5.884533,5.884533,107.6217,107.6217,113.2371
3236,B1H4Na1,518.473,216,4.319205,4.319205,4.319205,60.0,60.0,60.0
3237,Ho4O14Ru4,477.496,227,7.234688,7.234688,7.234688,60.0,60.0,60.0
3238,Mg2Se8Y4,225.351,227,8.272914,8.272914,8.272914,60.0,60.0,60.0
3239,Cd2Dy4Te8,143.377,227,8.935372,8.935372,8.935372,60.0,60.0,60.0
3240,Al1Dy3N1,335.891,221,4.772511,4.772511,4.772511,90.0,90.0,90.0
3241,Hf3Os3Si3,378.441,189,6.638342,6.638342,3.717626,90.0,90.0,120.0001
3242,Bi1Co1O3,243.304,99,3.770136,3.770136,4.866904,90.0,90.0,90.0
3243,Al2Li10O8,749.467,59,4.670526,6.360658,6.4866019999999995,90.0,90.0,90.0
3244,Mn4O14Y4,643.793,227,7.109247,7.109247,7.109247,60.0,60.0,60.0
3245,Al6C6Sc2,933.455,186,3.370107,3.3700390000000002,16.90859,90.0,90.0,120.0007
3246,Au2O4Rb2,169.723,63,6.650076,6.650076,6.07437,90.0,90.0,136.8012
3247,O3Pb1Ti1,475.973,221,3.9994300000000003,3.9994300000000003,3.9994300000000003,90.0,90.0,90.0
3248,Dy2Pt4Si4,258.275,129,4.195298,4.195298,9.756547,90.0,90.0,90.0
3249,B4In5Ir9,315.974,189,5.609345,5.609345,10.31987,90.0,90.0,120.0038
3250,Ge12Pr1Pt4,188.046,204,7.5179030000000004,7.5179030000000004,7.5179030000000004,109.4712,109.4712,109.4712
3251,Co3Sn3Th3,259.428,189,7.560278,7.560278,4.065537,90.0,90.0,119.9999
3252,B2Mg16Pt8,277.187,227,8.684176,8.684176,8.684176,60.0,60.0,60.0
3253,Ag2Si2Tb1,322.47,139,6.214265,6.214265,6.214265,141.145,141.145,56.11883
3254,C1In1Sc3,509.966,221,4.622181,4.622181,4.622181,90.0,90.0,90.0
3255,Ga1Ir1Li2,294.336,216,4.214385,4.214385,4.214385,60.0,60.0,60.0
3256,Al40La2Ti4,516.533,227,10.48538,10.48538,10.48538,60.0,60.0,60.0
3257,Ho4In2Pd4,215.186,127,7.699737,7.699737,3.673622,90.0,90.0,90.0
3258,Pt4Si4Y4,320.651,62,4.285368,7.01289,7.464462,90.0,90.0,90.0
3259,Dy1Pt1Sb1,234.107,216,4.657862,4.657862,4.657862,60.0,60.0,60.0
3260,Hf4O12Sr4,473.815,62,5.831427,5.800512,8.215732,90.0,90.0,90.0
3261,As4Ho4Ni2,285.435,194,4.0955259999999996,4.095507,14.12524,90.0,90.0,120.0002
3262,Ba2Si2Zn2,279.078,194,4.398636,4.398636,9.77541,90.0,90.0,120.0003
3263,Cu2Ge1Li1,305.53,225,4.172545,4.172545,4.172545,60.0,60.0,60.0
3264,Os4Si4Zr4,400.12,62,4.080369,6.46719,7.429795,90.0,90.0,90.0
3265,N2P2V6,637.993,63,5.149519,5.149519,7.438659,90.0,90.0,144.448
3266,Ba6O10Si2,341.559,140,7.737536,7.737536,7.737536,122.8042,122.8042,85.20802
3267,Ge4Ir4Nb4,364.304,62,3.905456,6.510452,7.441977,90.0,90.0,90.0
3268,Rh3Sn3Y3,260.857,189,7.62074,7.62074,3.829454,90.0,90.0,119.9996
3269,Al6Hf6Pt6,293.515,190,7.129156,7.129156,7.117877,90.0,90.0,119.9994
3270,As2Fe2Li2,404.104,129,3.787967,3.787967,6.105904,90.0,90.0,90.0
3271,In1Ir1Li2,230.405,216,4.435966,4.435966,4.435966,60.0,60.0,60.0
3272,Be8Cs4F20,160.917,213,8.071416,8.071416,8.071416,90.0,90.0,90.0
3273,Dy4O14V4,534.909,227,7.150299,7.150299,7.150299,60.0,60.0,60.0
3274,Be2Li2P2,651.844,129,3.611831,3.611831,6.015076,90.0,90.0,90.0
3275,N3Ta2Zr1,425.087,191,5.313681,5.313681,2.995115,90.0,90.0,120.002
3276,Cd4O14Ta4,447.629,227,7.44897,7.44897,7.44897,60.0,60.0,60.0
3277,Cd1Ni4Sc1,379.878,216,4.869253,4.869253,4.869253,60.0,60.0,60.0
3278,As2Cd2K2,211.871,129,4.604292,4.604292,7.981296,90.0,90.0,90.0
3279,As8Ca6In4,271.271,58,4.367343,6.680531,16.24641,90.0,90.0,90.0
3280,Al1C1Ho3,323.655,221,4.856348,4.856348,4.856348,90.0,90.0,90.0
3281,Al8N4Nb12,560.437,213,7.079763,7.079763,7.079763,90.0,90.0,90.0
3282,Rh4Tb4Zn4,226.705,62,4.017772,6.915848,8.076897,90.0,90.0,90.0
3283,Br2Se4Tl10,112.811,140,9.096167,9.096296,9.096342,122.4945,122.494,85.73098
3284,Au1Cl3Cs1,161.807,221,5.204872,5.204872,5.204872,90.0,90.0,90.0
3285,Ge1Li1Rh2,439.631,225,4.169122,4.169122,4.169122,60.0,60.0,60.0
3286,Au2Ge8Rb6,142.67,59,6.248382,6.949437,12.56819,90.0,90.0,90.0
3287,Al1Li2Rh1,384.709,216,4.219898,4.219898,4.219898,60.0,60.0,60.0
3288,Cu3Ge3Sc3,422.084,189,6.611346,6.61054,4.017993,90.0,90.0,120.004
3289,Cu2Ga2S4,349.261,122,6.523214,6.523214,6.523214,131.3442,131.3442,71.26676
3290,P12Ru4Th1,550.626,204,7.035314,7.035314,7.035314,109.4712,109.4712,109.4712
3291,Ni2P2Tb1,450.554,139,5.408632,5.408632,5.408632,138.1028,138.1028,60.74564
3292,Al2C6Nb8,640.997,194,3.158594,3.158594,24.33895,90.0,90.0,120.0001
3293,C1Ho3Tl1,135.675,221,5.591834,5.591834,5.591834,90.0,90.0,90.0
3294,Pd2Sc2Zn2,300.339,63,5.122381,5.122381,5.3186,90.0,90.0,130.707
3295,Ir4Si4Th2,326.994,129,4.214325,4.214325,9.97774,90.0,90.0,90.0
3296,Mo2Na4O8,419.914,227,6.527522,6.527522,6.527522,60.0,60.0,60.0
3297,Au3Er3In3,211.385,189,7.762726,7.762726,3.899936,90.0,90.0,120.0001
3298,Er4Ga4Ir4,201.655,62,4.284681,6.7522,7.728372,90.0,90.0,90.0
3299,Al8C4Ta12,429.347,213,7.133781,7.133781,7.133781,90.0,90.0,90.0
3300,Cl6Mn1Rb2,155.394,225,7.186121,7.186121,7.186121,60.0,60.0,60.0
3301,Ca4O12Si4,822.108,204,6.253189,6.253189,6.253189,109.4712,109.4712,109.4712
3302,In3Rh3Tb3,206.454,189,7.506829,7.506829,3.923725,90.0,90.0,120.0018
3303,Ir2Si2Y1,406.769,139,5.742193,5.742193,5.742193,138.5983,138.5983,59.98795
3304,Au2S4V2,320.153,194,3.252483,3.252483,15.20958,90.0,90.0,119.9997
3305,Li2Sb2Zn2,261.497,186,4.448446,4.4484200000000005,7.183176,90.0,90.0,120.0002
3306,Co4Mo4P4,495.911,62,3.627812,5.928555,6.901428,90.0,90.0,90.0
3307,Ge4Na3Pt4,197.176,217,6.6664829999999995,6.6664829999999995,6.6664829999999995,109.4712,109.4712,109.4712
3308,H10K6Zn2,318.94,140,7.6988579999999995,7.6988579999999995,7.6988579999999995,121.7946,121.7946,86.91873
3309,As8Na16Ti2,247.262,227,9.769073,9.769073,9.769073,60.0,60.0,60.0
3310,As1Li1Mg1,429.917,216,4.387439,4.387439,4.387439,60.0,60.0,60.0
3311,Ca2N2Zn1,456.66,139,6.766477,6.766477,6.766477,149.2007,149.2007,44.11601
3312,Cu3S4V1,292.041,215,5.438514,5.438514,5.438514,90.0,90.0,90.0
3313,Ga12Pd1Tb4,318.918,229,7.483808,7.483808,7.483808,109.4712,109.4712,109.4712
3314,Fe4O11Sr4,510.538,65,6.798396,6.798396,5.540559,90.0,90.0,109.888
3315,Au2Ba2P2,226.743,194,4.487474,4.487474,9.103852,90.0,90.0,119.9999
3316,Be2Hf2Si2,505.118,194,3.709085,3.709085,7.130744,90.0,90.0,119.9981
3317,Cl8Co1Li6,389.244,225,7.288036,7.288036,7.288036,60.0,60.0,60.0
3318,B2Ni8Tb2,399.648,191,4.960375,4.960375,6.9257539999999995,90.0,90.0,119.987
3319,Ag1C2Li1,285.123,187,3.834748,3.834748,5.404412,90.0,90.0,120.0005
3320,Ca4Li4Si8,489.72,62,3.80505,7.933908,10.65016,90.0,90.0,90.0
3321,Ir8La6Sn26,251.832,223,9.953686,9.953686,9.953686,90.0,90.0,90.0
3322,Bi1O3Sc1,423.349,221,4.112238,4.112238,4.112238,90.0,90.0,90.0
3323,Ag2Ga2Te4,173.588,122,7.638502,7.638502,7.638502,129.8974,129.8974,73.57088
3324,Au1Er1Pb1,175.504,216,4.796065,4.796065,4.796065,60.0,60.0,60.0
3325,La1Pt2Si2,267.095,139,5.8270859999999995,5.8270859999999995,5.8270859999999995,136.567,136.567,63.10488
3326,F6Pd1Rb2,178.312,225,6.224819,6.224819,6.224819,60.0,60.0,60.0
3327,Br6Pd1Rb2,121.986,225,7.533134,7.533134,7.533134,60.0,60.0,60.0
3328,As1K1Zn1,260.255,187,4.236324,4.236324,5.244197,90.0,90.0,119.9973
3329,C8W4Y4,487.23,62,3.390838,5.752961,10.84805,90.0,90.0,90.0
3330,La1Os2Si2,354.601,139,5.857724,5.857724,5.857724,137.4247,137.4247,61.78519
3331,Mn2S8Sc4,347.133,227,7.62667,7.62667,7.62667,60.0,60.0,60.0
3332,Ga4Sn8V8,344.153,64,9.854526,9.854526,6.828808,90.0,90.0,146.7011
3333,In1Pt2Sc1,215.888,225,4.660703,4.660703,4.660703,60.0,60.0,60.0
3334,Ir1Si3Th1,319.069,107,5.751352,5.751352,5.751352,135.8821,135.8821,64.16266
3335,Ag2In2Te4,149.61,122,7.949895,7.949895,7.949895,130.8104,130.8104,72.11441
3336,F3Mg3N1,749.524,221,4.262359,4.262359,4.262359,90.0,90.0,90.0
3337,Au2Ge2Y2,256.491,186,4.475505,4.475505,7.370663,90.0,90.0,119.9989
3338,Ca2F8Pd2,366.886,140,6.680308,6.680308,6.680308,130.2773,130.2773,72.96377
3339,Ag2In1Tb1,176.245,225,4.951345,4.951345,4.951345,60.0,60.0,60.0
3340,Er1Ge2Rh2,316.732,139,5.919846,5.919846,5.919846,139.3282,139.3282,58.87482
3341,Ho4Ir4Si4,307.974,62,4.22555,6.835269,7.353878,90.0,90.0,90.0
3342,Na3Sb1Se4,160.68,217,6.539876,6.539876,6.539876,109.4712,109.4712,109.4712
3343,Ga4Pb2Se8,185.265,66,6.313566,6.313566,11.03277,90.0,90.0,119.8626
3344,Pd1Sb1Yb1,146.114,216,4.728082,4.728082,4.728082,60.0,60.0,60.0
3345,Au2Pb8Rb6,91.9333,59,7.027821,7.221583,13.5129,90.0,90.0,90.0
3346,H4In4O8,512.45,198,5.383379,5.383379,5.383379,90.0,90.0,90.0
3347,O14Sn4Y4,521.542,227,7.499764,7.499764,7.499764,60.0,60.0,60.0
3348,As4Ni2Tb4,290.411,194,4.107504,4.107397,14.30163,90.0,90.0,120.0009
3349,Cd1In2Se4,177.193,82,7.237365,7.237365,7.237365,131.1513,131.1513,71.57281
3350,Au2Sn2Tb2,218.969,186,4.732958,4.732958,7.484236,90.0,90.0,120.0001
3351,Li3O4U1,481.288,139,5.332831,5.332831,5.332831,129.6804,129.6804,73.91824
3352,Na6O5Pb1,383.223,107,6.191264,6.191264,6.191264,101.8322,101.8322,126.1504
3353,Al1Ho3N1,339.536,221,4.743468,4.743468,4.743468,90.0,90.0,90.0
3354,S4Sc2Tl2,252.418,194,3.847525,3.847525,15.04402,90.0,90.0,120.0012
3355,B2Nb2O8,839.107,141,5.240529,5.240529,5.240529,106.0836,106.0836,116.4823
3356,Li4Mn4O8,617.487,141,6.193637,6.193637,6.193637,124.4688,124.4688,82.4198
3357,Bi1Ho2O2,230.572,139,7.291406,7.291406,7.291406,149.2484,149.2484,44.04586
3358,O6Sr2Ti2,656.394,140,5.600591,5.600596,5.614357,119.9177,119.9177,90.00221
3359,Pd4Si4Sr4,236.79,198,6.547737,6.547737,6.547737,90.0,90.0,90.0
3360,Rh4Si4Y4,371.137,62,4.305246,6.907348,7.270762,90.0,90.0,90.0
3361,Ag3Dy3Mg3,160.7,189,7.675593,7.675593,4.19644,90.0,90.0,120.0022
3362,O12Os4Rb2,438.488,227,7.267248,7.267248,7.267248,60.0,60.0,60.0
3363,Ag2La2Pb2,201.67,186,4.974208,4.974156,7.946789,90.0,90.0,120.0003
3364,Al16Ir7Sc6,409.262,225,8.747476,8.747476,8.747476,60.0,60.0,60.0
3365,Cu2La2Si2,327.904,194,4.288857,4.288815,8.223554,90.0,90.0,120.0003
3366,Cl6K2Pd1,173.561,225,7.045713,7.045713,7.045713,60.0,60.0,60.0
3367,Ge1Hg1Li2,195.716,225,4.568294,4.568294,4.568294,60.0,60.0,60.0
3368,Ni4P4Ta4,403.405,62,3.5737300000000003,6.133299,7.113797,90.0,90.0,90.0
3369,Rh1Sb1Th1,225.944,216,4.807274,4.807274,4.807274,60.0,60.0,60.0
3370,Ba3Bi3Na3,170.361,189,8.694203,8.694203,5.167994,90.0,90.0,120.0002
3371,Co2O12Sb4,545.352,136,4.728275,4.728275,9.423637,90.0,90.0,90.0
3372,Co4Ge4Nb4,368.837,62,3.80864,6.51221,7.410927,90.0,90.0,90.0
3373,Cd4Nb4O14,499.656,227,7.430248,7.430248,7.430248,60.0,60.0,60.0
3374,Mg4O8Si2,681.738,164,6.014179,6.014179,4.826944,90.00145,89.99855,120.0002
3375,Ca1F3Rb1,349.081,221,4.517395,4.517395,4.517395,90.0,90.0,90.0
3376,Co1Ga2Zr6,329.148,189,7.861349,7.861349,3.346829,90.0,90.0,119.998
3377,Al4Pd4Y4,257.3,62,4.460052,6.945831,7.751943,90.0,90.0,90.0
3378,Na1Nb1O3,688.913,221,3.987249,3.987249,3.987249,90.0,90.0,90.0
3379,Al1La1O3,660.805,221,3.831807,3.831807,3.831807,90.0,90.0,90.0
3380,Ir6Mg6Si16,338.912,216,8.63731,8.63731,8.63731,60.0,60.0,60.0
3381,C4Cd2N4,152.531,215,6.456663,6.456663,6.456663,90.0,90.0,90.0
3382,Br4Eu4I4,143.834,62,4.832014,8.49512,9.800015,90.0,90.0,90.0
3383,Li2Mg1Si1,606.101,216,4.499032,4.499032,4.499032,60.0,60.0,60.0
3384,Ca1Ir1Si3,339.865,107,5.758061,5.758061,5.758061,137.2812,137.2812,62.00567
3385,Ca1Cs1F3,316.431,221,4.580907,4.580907,4.580907,90.0,90.0,90.0
3386,F3Hg1Rb1,193.582,221,4.627756,4.627756,4.627756,90.0,90.0,90.0
3387,Al8O20Si4,791.475,58,5.612425,7.863419,7.972364,90.0,90.0,90.0
3388,O12Rh4U2,414.56,136,4.846401,4.846401,9.496847,90.0,90.0,90.0
3389,Pt9Sc5Si7,336.644,174,10.02162,10.02161,3.925162,90.0,90.0,120.0001
3390,Cd1Ni4Y1,323.193,216,4.959782,4.959782,4.959782,60.0,60.0,60.0
3391,Ru2Sb2Sr1,279.171,139,6.493644,6.493644,6.493644,139.5115,139.5115,58.59574
3392,Cs8I24Sn4,77.6344,225,12.05829,12.05829,12.05829,90.0,90.0,90.0
3393,Be2Na2Sb2,294.332,194,4.166302,4.166302,9.328206,90.0,90.0,119.9963
3394,Dy1Ge2Ni2,298.87,139,5.647218,5.647218,5.647218,137.7889,137.7889,61.22642
3395,C1Dy3Tl1,134.999,221,5.614965,5.614965,5.614965,90.0,90.0,90.0
3396,Ag8Ca19N7,274.323,225,10.37603,10.37603,10.37603,60.0,60.0,60.0
3397,B2Nb2Ni2,611.612,63,6.855618,6.855618,3.081567,90.0,90.0,152.1457
3398,Au6Sb8Y6,228.794,220,8.608712,8.608712,8.608712,109.4712,109.4712,109.4712
3399,O4Rb2Sc2,461.14,194,3.319751,3.319743,12.92158,90.0,90.0,120.0001
3400,Ir4Sb4Te4,308.799,198,6.461685,6.461685,6.461685,90.0,90.0,90.0
3401,Ag2F6Rb2,240.141,140,6.294061,6.294061,6.294061,118.9758,118.9758,91.78339
3402,Al4Er2Ni2,349.942,63,5.400712,5.400712,6.852035,90.0,90.0,135.7788
3403,Er1Ni2P2,440.987,139,5.370785,5.370785,5.370785,138.1488,138.1488,60.67525
3404,Al4O12Y4,692.051,62,5.226484,5.382738,7.448375,90.0,90.0,90.0
3405,Cu6O8Pb1,354.09,225,6.6273,6.6273,6.6273,60.0,60.0,60.0
3406,Ag6P2S8,194.47,31,6.625925,6.99806,7.806135,90.0,90.0,90.0
3407,La4O14Sn4,454.677,227,7.758502,7.758502,7.758502,60.0,60.0,60.0
3408,B4C4Er2,632.201,127,5.339367,5.339367,3.5099359999999997,90.0,90.0,90.0
3409,Au4Ca4Ga4,206.881,62,4.59387,7.332085,7.780131,90.0,90.0,90.0
3410,Rh1Si3Tb1,356.378,107,5.691896,5.691896,5.691896,136.9633,136.9633,62.49449
3411,Ir6Sn6Zr6,291.752,190,7.419373,7.419353,7.386878,90.0,90.0,120.0001
3412,Cl6K2Sn1,147.679,225,7.285707,7.285707,7.285707,60.0,60.0,60.0
3413,Ga3Pt3Th3,206.086,189,7.494689,7.494689,4.147894,90.0,90.0,120.0007
3414,C1In1Pt3,143.78,221,4.228184,4.228184,4.228184,90.0,90.0,90.0
3415,Ga4La4Pd8,211.824,62,5.927867,7.137688,7.716231,90.0,90.0,90.0
3416,Ba4Ge8P8,290.175,105,7.709965,7.709965,8.602867,90.0,90.0,90.0
3417,Co8N4Zr16,387.372,227,8.612411999999999,8.612411999999999,8.612411999999999,60.0,60.0,60.0
3418,Li1Mg4Si2,353.436,123,4.532019,4.532019,6.597111,90.0,90.0,90.0
3419,Al3Cu3Er3,291.908,189,6.9922249999999995,6.99211,4.008351,90.0,90.0,120.0005
